Sno,Customer_ID,Weeks,Contract_Renewal,Data_Plan,Data_Usage,Calls_To_Customer_Care,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins,Customer_Attrition,Inserted_Date
811,2088482,64,0,1,2.19,0,127.2,93,57.9,8.15,8.1,No,05/01/2012
812,8368937,107,1,1,3.21,1,201.8,79,93.1,15.25,11.9,No,05/01/2012
813,8296672,88,1,1,4.35,1,219.5,78,100.5,11.11,16.1,No,05/01/2012
814,5107584,111,1,0,0,3,99.3,112,40,13.53,9,No,05/01/2012
815,2451976,77,1,0,0,5,239.2,114,54,7.5,10.3,No,05/01/2012
816,4532094,67,0,0,0,2,120.9,58,41,11.75,11.4,No,05/01/2012
817,7255709,102,1,0,0,1,224.7,81,50,6.47,15.8,No,05/01/2012
818,2930197,146,1,1,3.94,1,176.6,88,83.4,8.14,14.6,No,05/01/2012
819,4570557,144,1,1,2.7,1,283.9,98,92,9.6,10,No,05/01/2012
820,3616190,96,1,0,0,1,180.6,92,47,9.55,10.3,Yes,05/01/2012
821,6569036,70,1,1,2.78,1,125.9,101,66.8,9.82,10.3,No,05/01/2012
822,6767586,149,1,0,0,0,237.6,79,57,9.62,9.1,No,05/01/2012
823,967859,129,1,0,0,2,198.4,91,57,13.24,9.2,No,05/01/2012
824,742864,166,1,0,0,0,274.3,110,52,2.65,10.9,No,05/01/2012
825,7403644,136,0,0,0,3,199.6,89,52,10.57,11,Yes,05/01/2012
826,2409738,149,1,0,0,3,217.7,91,61,13.68,9.6,No,05/01/2012
827,859814,70,1,0,0,3,134.7,96,43,11.8,7.6,No,05/01/2012
828,1899370,120,1,1,2.62,2,212.7,73,85.2,12.88,9.7,No,05/01/2012
829,4832435,66,1,0,0,2,256.3,135,59,9.01,6.2,No,05/01/2012
830,8640138,104,1,0,0.27,1,183.6,133,44.7,6.04,12.7,No,05/01/2012
831,7379745,160,1,0,0,1,176.2,90,47,9.8,9.2,No,05/01/2012
832,8602698,129,1,1,3.16,1,205,94,80.6,8.27,11.7,No,05/01/2012
833,4333040,93,1,0,0,3,267.9,114,65,11.15,11.3,Yes,05/01/2012
834,922664,169,1,0,0,2,179.2,111,46,8.76,9.9,No,05/01/2012
835,2443154,58,1,0,0,1,149.4,145,43,9.83,14.9,No,05/01/2012
836,4918125,75,1,1,3.54,3,163.6,132,76.4,7.34,13.1,No,05/01/2012
837,8958785,45,1,0,0,1,207.6,71,49,7.64,12.4,No,05/01/2012
838,7355412,155,1,0,0,3,165.4,108,44,9.19,8.9,No,05/01/2012
839,1414763,52,1,0,0,4,209.8,114,51,8.57,9.9,No,05/01/2012
840,3001513,119,1,1,3,0,220.1,128,91,13.41,11.1,No,05/01/2012
841,5822755,86,1,0,0,1,141.3,72,38,7.72,8.2,No,05/01/2012
842,2723391,42,1,0,0,0,196.5,89,54,12.07,4,No,05/01/2012
843,5500910,127,0,0,0.26,2,180.9,114,51.6,10.48,7.4,No,05/01/2012
844,6250794,123,1,0,0,0,105,150,40,12.58,14.9,No,05/01/2012
845,3971545,98,1,0,0,4,271.4,119,63,9.52,11.1,Yes,05/01/2012
846,2361399,149,1,1,2.94,1,206.7,79,79.4,8.73,10.9,No,05/01/2012
847,5164473,160,1,0,0.18,1,166.8,109,50.8,11.8,9.3,No,05/01/2012
848,6526863,103,1,0,0,5,204.9,107,47,6.76,10.4,No,05/01/2012
849,3401924,132,1,1,2.46,1,154.6,128,72.6,12.28,9.1,No,05/01/2012
850,6710007,137,1,0,0,1,127,107,50,16.16,7.5,No,05/01/2012
851,5897285,129,0,0,0,1,267.4,78,63,10.21,5.9,No,05/01/2012
852,6407106,62,1,0,0,1,281,66,62,8.03,0,No,05/01/2012
853,3737226,122,1,1,3.19,4,270.8,96,96.9,11.02,11.8,No,05/01/2012
854,7084560,32,1,0,0,1,171.2,82,45,9.28,10.2,No,05/01/2012
855,8975141,86,1,0,0,3,124.1,82,39,10.13,6.7,No,05/01/2012
856,7638627,130,1,0,0.35,1,162.8,113,56.5,14.52,7.2,No,05/01/2012
857,4420343,42,1,0,0,1,146.3,84,47,12.8,8,No,05/01/2012
858,3312474,73,1,0,0,2,254.8,85,56,7.17,15,No,05/01/2012
859,3060319,66,1,1,1.46,2,254.9,108,78.6,12.16,5.4,No,05/01/2012
860,6695076,103,1,1,2.4,0,107.7,124,59,9.45,8.9,No,05/01/2012
861,88387,128,1,0,0,1,158.8,75,50,13.24,7.6,No,05/01/2012
862,1911676,104,1,0,0.23,2,182.9,113,54.3,11.98,5.5,No,05/01/2012
863,3537100,103,1,0,0,0,198.5,112,38,2.13,12.4,No,05/01/2012
864,6602155,124,1,0,0,0,178.4,72,51,11.68,12,No,05/01/2012
865,6012763,87,1,0,0,1,110.9,91,33,7.93,6.2,No,05/01/2012
866,4770232,109,1,1,3.32,1,166.9,85,81.2,11.06,12.3,Yes,05/01/2012
867,8832215,167,0,0,0,2,244.8,91,47,3.04,10.7,No,05/01/2012
868,6533739,97,1,0,0,4,120.8,96,35,8.49,11.9,Yes,05/01/2012
869,7302876,106,1,0,0.25,2,165.3,118,48.5,10.5,8.5,No,05/01/2012
870,186092,125,1,0,0,2,126.7,113,35,7.78,14.4,No,05/01/2012
871,6231208,108,1,1,4.19,0,215.9,106,95.9,10.03,15.5,No,05/01/2012
872,7140962,125,1,0,0.3,1,140.1,132,45,10.48,8,No,05/01/2012
873,5189212,89,1,1,2.35,1,209.9,113,80.5,12.49,8.7,No,05/01/2012
874,4275825,72,0,1,1.49,0,139.8,114,50.9,6.91,5.5,No,05/01/2012
875,8699535,23,1,0,0,2,321.6,107,77,12.58,11.3,Yes,05/01/2012
876,5391658,149,1,0,0,7,166.6,61,47,10.94,8.2,No,05/01/2012
877,311217,73,1,0,0,0,214.2,90,54,9.84,5.9,No,05/01/2012
878,3576356,61,1,0,0,1,260,123,63,10.53,9,Yes,05/01/2012
879,341341,161,1,0,0.16,4,191.9,113,40.6,3.55,13.4,Yes,05/01/2012
880,5731009,73,1,0,0,0,213,95,53,9.44,13.5,No,05/01/2012
881,7476313,118,1,1,4.56,1,118.1,83,75.6,5.48,16.9,No,05/01/2012
882,1223516,23,1,0,0,6,190.2,89,47,8.32,15,No,05/01/2012
883,1152816,127,1,1,1.38,0,82.2,95,41.8,8.17,5.1,No,05/01/2012
884,6809722,42,1,1,2.19,0,163.8,80,64.9,8.89,8.1,No,05/01/2012
885,245076,118,1,0,0,5,267.8,145,73,15.82,14.4,Yes,05/01/2012
886,124751,45,1,0,0,2,159.8,91,38,6.02,10.6,No,05/01/2012
887,8109163,50,1,1,2.86,1,214.3,129,90.6,14.49,10.6,No,05/01/2012
888,8475464,179,1,0,0,0,287.3,123,74,14.4,10.5,Yes,05/01/2012
889,4580603,152,1,0,0.22,2,101.2,122,32.2,7.08,7.5,No,05/01/2012
890,156562,105,1,0,0,2,102.8,74,42,14.09,13.2,No,05/01/2012
891,8410482,72,1,0,0,0,109.1,97,29,5.79,8.3,No,05/01/2012
892,1686779,52,1,0,0,1,215.9,67,56,10.85,5.2,No,05/01/2012
893,7278054,125,1,0,0,1,203.4,110,46,6.44,11,No,05/01/2012
894,8053853,143,1,0,0.29,1,110.1,113,36.9,8.45,9.2,No,05/01/2012
895,7275297,65,1,0,0,1,111,51,38,10.99,4.4,No,05/01/2012
896,8310460,80,1,0,0,1,239.9,121,53,7.12,9.3,No,05/01/2012
897,5115584,1,1,0,0,1,144.8,107,35,5.63,13.8,No,05/01/2012
898,2127983,60,1,0,0,1,135.4,134,41,10.3,7.9,No,05/01/2012
899,7856138,43,1,0,0,1,84.2,134,22,4.04,10.8,No,05/01/2012
900,1487446,143,1,0,0,0,209.1,127,45,5.31,14,No,05/01/2012
901,3562268,81,1,1,3.08,0,130.1,117,69.8,9.8,11.4,No,05/01/2012
902,5267717,205,1,1,2.11,2,175.8,139,65.1,7.75,7.8,No,05/01/2012
903,7531202,24,1,0,0,1,241.9,104,54,7.26,6.6,No,05/01/2012
904,5587499,74,1,0,0,0,136.7,106,43,11.43,9.8,No,05/01/2012
905,7223012,77,1,0,0,1,67.7,68,29,9.79,12,No,05/01/2012
906,2462989,74,1,0,0,1,200.4,87,61,15.46,10,No,05/01/2012
907,1308856,74,0,0,0,1,125.8,103,40,10.39,14.1,Yes,05/01/2012
908,2418780,200,1,0,0,1,128.2,87,34,6.66,11.2,No,05/01/2012
909,5620778,86,1,0,0,4,226.3,88,58,11.15,13,No,05/01/2012
910,5650371,91,1,1,2.48,0,162.3,107,72.8,11.7,9.2,No,05/01/2012
911,4488368,76,1,0,0,2,224.4,121,51,7.4,6.7,No,05/01/2012
912,8480079,130,1,0,0,1,120.5,127,37,9.49,14.3,No,05/01/2012
913,2142055,56,1,0,0.32,2,91.1,90,34.2,8.97,11.9,No,05/01/2012
914,4558646,117,1,0,0,0,168.8,137,50,12.07,15.5,No,05/01/2012
915,8096297,63,1,0,0.36,2,153.5,81,54.6,14.37,6.5,No,05/01/2012
916,1164011,126,1,0,0,0,226.2,88,51,7.02,6.4,No,05/01/2012
917,1947719,132,1,0,0.31,1,191.9,107,54.1,10.35,12.6,No,05/01/2012
918,353245,81,1,1,2.48,4,167.9,147,69.8,9.54,9.2,Yes,05/01/2012
919,8466950,122,1,0,0,2,180,88,43,7.25,11.5,No,05/01/2012
920,1564246,46,1,0,0,2,257.4,67,66,13.06,13.4,Yes,05/01/2012
921,1515406,150,1,1,2.97,1,174.4,75,74.7,8.5,11,No,05/01/2012
922,7122193,99,1,0,0,1,159.7,83,41,7.77,8.4,No,05/01/2012
923,6998518,87,1,0,0,1,237.2,124,60,11.13,11,No,05/01/2012
924,3091414,108,1,0,0,1,103,129,39,12.12,7.9,No,05/01/2012
925,1083319,101,1,0,0,4,153.8,89,47,11.7,11.6,No,05/01/2012
926,5826639,53,1,0,0.22,3,205.1,86,51.2,8.03,10.7,No,05/01/2012
927,4204875,132,1,1,2.32,2,175.7,93,69.2,9.36,8.6,No,05/01/2012
928,2697937,158,1,0,0,2,155.9,123,46,11.21,8.6,No,05/01/2012
929,2321736,114,1,1,2.78,0,154.4,109,73.8,11.07,10.3,No,05/01/2012
930,7338741,77,1,1,1.92,2,209.7,73,71.2,9.18,7.1,No,05/01/2012
931,5164193,144,0,0,0.27,0,150,69,52.7,14.3,9.4,No,05/01/2012
932,4565688,91,1,1,3.32,3,232.4,97,89.2,9.3,12.3,No,05/01/2012
933,7812277,58,1,0,0,2,165.4,100,38,5.79,12.8,No,05/01/2012
934,1108262,5,1,0,0,3,199.2,106,50,9.37,13.3,No,05/01/2012
935,4561535,97,1,0,0.29,0,217.6,81,67.9,16.03,4.2,No,05/01/2012
936,1472120,107,1,0,0.47,3,212.1,95,53.7,7.51,7.7,No,05/01/2012
937,1918028,142,1,1,2.92,1,154,75,70.2,8.29,10.8,No,05/01/2012
938,7115998,9,1,1,3.59,1,193.8,130,86.9,10.13,13.3,No,05/01/2012
939,7796477,73,1,0,0,0,175.4,130,51,12.41,12.2,No,05/01/2012
940,427366,48,1,1,4.24,2,152,63,90.4,12.94,15.7,Yes,05/01/2012
941,6513125,43,1,0,0.36,0,230.2,147,58.6,9.34,9.2,No,05/01/2012
942,3666239,122,1,1,3.65,1,174.9,103,87.5,12.41,13.5,Yes,05/01/2012
943,6030634,93,1,0,0.42,0,190.2,68,59.2,13.11,8.8,No,05/01/2012
944,8005020,85,1,0,0,1,176.4,122,50,11.25,11.5,No,05/01/2012
945,5842703,59,1,0,0.28,3,160.9,95,51.8,12.56,5,No,05/01/2012
946,450030,87,1,0,0.29,1,228.7,90,55.9,8.15,11.8,No,05/01/2012
947,2820965,137,1,0,0.26,0,144,90,42.6,9.08,12.3,No,05/01/2012
948,5397076,21,1,1,2.57,6,135.9,90,72.7,13.55,9.5,No,05/01/2012
949,2040151,129,1,0,0,0,334.3,118,74,9.61,10.4,Yes,05/01/2012
950,3506750,104,1,0,0,0,130.5,77,34,6.56,13,No,05/01/2012
951,4829037,93,1,1,3.19,4,134.2,105,68.9,8.13,11.8,Yes,05/01/2012
952,7508959,63,1,0,0,4,278,102,70,13.32,13.1,Yes,05/01/2012
953,5786923,161,1,0,0,0,105.4,70,37,10.74,7.8,No,05/01/2012
954,972258,50,1,0,0,3,188.9,94,50,10.2,11.6,No,05/01/2012
955,1467046,103,1,1,1.86,1,111.8,85,58.6,11.98,6.9,No,05/01/2012
956,8892626,84,1,1,3.51,1,159.1,106,75.1,7.49,13,No,05/01/2012
957,3096035,92,1,0,0.29,1,212.4,105,58.9,11.23,9,No,05/01/2012
958,788936,77,1,0,0,1,142.3,112,51,15.32,9.9,No,05/01/2012
959,4275006,64,0,0,0,1,346.8,55,81,12.48,13.3,Yes,05/01/2012
960,7115589,159,1,1,3.19,1,113.9,102,63.9,7.27,11.8,No,05/01/2012
961,213435,110,0,1,2.24,1,267.9,103,90.4,13.17,8.3,Yes,05/01/2012
962,7379152,138,1,0,0.28,3,171.4,117,41.8,5.76,17,No,05/01/2012
963,7738682,178,1,0,0,1,275.4,150,63,9.38,13.6,No,05/01/2012
964,5492724,38,1,1,1.05,0,197.2,118,65.5,12.5,3.9,No,05/01/2012
965,3487760,50,1,1,2.13,2,192.6,97,66.3,6.76,7.9,No,05/01/2012
966,3586410,45,1,1,2.08,1,91.7,104,49.8,7.53,7.7,No,05/01/2012
967,7989119,70,1,0,0.17,0,126.3,99,35.7,7.08,9.6,No,05/01/2012
968,5175396,147,1,1,2.81,3,251.5,107,91.1,11.71,10.4,No,05/01/2012
969,4262193,94,1,0,0,1,190.6,108,46,7.62,7.5,No,05/01/2012
970,1131377,179,1,0,0,0,116.1,101,37,10.09,11.6,No,05/01/2012
971,6498315,116,1,0,0.23,2,217.3,91,58.3,10.81,11.3,No,05/01/2012
972,7024405,59,1,0,0,0,179.4,80,51,11.63,14.7,No,05/01/2012
973,708103,165,1,0,0,0,207.7,109,50,8.24,7.9,No,05/01/2012
974,1831326,133,1,0,0,2,277.3,138,67,11.42,12.8,Yes,05/01/2012
975,6564556,140,1,0,0,1,125.3,84,36,8.38,8.4,No,05/01/2012
976,4109339,93,1,1,1.84,2,138.1,91,56.4,8.37,6.8,No,05/01/2012
977,8098912,52,1,1,2.21,0,169.3,88,70.1,11.3,8.2,No,05/01/2012
978,963148,64,1,1,3.32,1,201.3,101,80.2,7.19,12.3,No,05/01/2012
979,6034444,12,0,0,0,2,216.7,117,47,5.83,9.8,No,05/01/2012
980,2069155,48,1,0,0,2,190.4,92,60,15.88,8.3,No,05/01/2012
981,3283443,181,1,0,0,1,143.3,91,41,9.78,6,No,05/01/2012
982,4560988,168,1,1,3.08,2,97.4,57,64.8,10.18,11.4,No,05/01/2012
983,6938225,155,1,0,0,3,181.4,111,46,8.39,11.3,No,05/01/2012
984,5749310,105,1,0,0,0,246.4,83,64,12.81,3.8,No,05/01/2012
985,4042338,11,1,0,0,2,143.4,130,49,14.47,9.7,No,05/01/2012
986,87959,182,1,0,0.36,2,104.9,111,38.6,9.93,8,No,05/01/2012
987,466360,104,1,0,0,1,156.2,93,43,9.65,13.1,No,05/01/2012
988,1596589,102,1,0,0,0,114.8,125,27,4.1,12,No,05/01/2012
989,7347900,122,1,0,0,0,232.5,96,57,10.28,11.9,No,05/01/2012
990,3724894,41,1,0,0,1,143.6,117,38,7.62,8.6,No,05/01/2012
991,8522066,132,1,0,0,2,176.7,132,51,12.21,9.1,No,05/01/2012
992,6670087,76,1,0,0,1,263.4,148,65,11.52,11.4,Yes,05/01/2012
993,345200,13,1,0,0,1,146.4,74,38,7.43,11.3,No,05/01/2012
994,8854792,115,1,1,3.83,2,145,72,80.3,9.73,14.2,No,05/01/2012
995,6584395,67,1,0,0.42,1,167.8,91,47.2,8.39,8.4,No,05/01/2012
996,2801768,154,1,0,0,0,166.9,99,42,7.75,7.2,No,05/01/2012
997,3655686,100,1,0,0,2,142.5,87,41,9.79,7.8,No,05/01/2012
998,628883,146,0,0,0,1,133,65,45,13.14,11.2,No,05/01/2012
999,7577236,148,1,1,3.32,1,252.9,129,101.2,14.22,12.3,No,05/01/2012
1000,2192158,67,1,1,2.7,2,95,94,68,14.56,10,No,05/01/2012
1001,5016423,161,0,0,0,1,194.2,106,55,12.47,12.9,Yes,05/01/2012
1002,2886382,70,1,0,0,1,222.8,114,57,10.8,0,No,05/01/2012
1003,710587,116,1,0,0,0,201.8,82,54,11.58,16.5,No,05/01/2012
1004,3625756,99,1,1,2.51,2,216,125,82.1,11.62,9.3,Yes,05/01/2012
1005,1360527,87,1,0,0.29,1,146.3,108,42.9,8.59,5.3,No,05/01/2012
1006,8174227,87,1,0,0.32,1,234.8,85,55.2,7.05,9.5,No,05/01/2012
1007,3797821,70,1,0,0,2,198.6,111,52,10.7,10.6,No,05/01/2012
1008,3711136,131,1,0,0,2,94.4,80,35,10.76,13.1,No,05/01/2012
1009,7904940,119,1,0,0.18,2,190.4,74,52.8,10.78,10,No,05/01/2012
1010,8830813,119,1,1,3.24,3,142.6,77,74.4,10.41,12,No,05/01/2012
1011,8074657,87,0,0,0,0,134.2,80,37,8.25,10.7,No,05/01/2012
1012,838801,112,1,0,0,5,111.9,92,29,5.7,14.1,Yes,05/01/2012
1013,1082968,75,1,0,0,2,122.8,89,39,10.57,10.7,No,05/01/2012
1014,4006024,150,1,0,0,4,189.3,77,51,11.05,9.2,No,05/01/2012
1015,4755564,161,1,1,4.35,0,240.4,112,102.5,10.09,16.1,No,05/01/2012
1016,899108,91,0,1,2.67,0,93.5,112,58.7,9.17,9.9,No,05/01/2012
1017,423681,124,1,0,0,3,158.6,104,45,10.56,10.2,No,05/01/2012
1018,1151971,94,0,0,0,4,243.2,109,54,7.35,7.2,No,05/01/2012
1019,7961028,217,1,0,0,4,176.4,115,44,7.94,9.3,No,05/01/2012
1020,5491151,158,1,0,0.31,0,220.9,129,62.1,12.11,6.4,No,05/01/2012
1021,6203839,102,1,0,0.33,0,144.4,87,51.3,13.33,7.1,No,05/01/2012
1022,6231416,85,1,0,0,0,212.3,107,56,11.42,7.7,No,05/01/2012
1023,7366229,79,1,0,0,1,147,72,40,8.29,8.4,No,05/01/2012
1024,5193667,139,1,1,3.48,2,96.2,112,66.8,8.95,12.9,No,05/01/2012
1025,3629138,103,1,0,0,0,263.4,118,60,8.96,10.3,No,05/01/2012
1026,8364922,98,0,0,0,1,12.5,67,24,12.83,7.7,No,05/01/2012
1027,6484527,78,1,0,0.21,2,162.3,116,46.1,9.62,10.1,No,05/01/2012
1028,6153719,50,1,0,0,1,183.6,107,37,2.93,8.7,No,05/01/2012
1029,992030,161,1,0,0,1,178.1,109,43,7.33,8.5,No,05/01/2012
1030,1889163,67,1,0,0,0,201.4,101,43,4.88,7,No,05/01/2012
1031,3703765,86,1,1,3.59,1,123,158,68.9,6.7,13.3,No,05/01/2012
1032,4143453,92,1,0,0,0,208,125,53,9.95,8.6,No,05/01/2012
1033,2746184,174,1,0,0.29,1,239.2,72,59.9,9.43,8.8,No,05/01/2012
1034,1320069,124,1,0,0,1,193,97,41,4.49,15.3,No,05/01/2012
1035,1799584,132,1,1,2.78,1,174.5,101,78.8,12.28,10.3,No,05/01/2012
1036,5429628,190,1,1,2.67,1,116.7,71,59.7,7.3,9.9,No,05/01/2012
1037,5721201,101,1,0,0,1,93.8,127,29,7.5,10.7,No,05/01/2012
1038,5067104,185,0,1,3.48,2,154.1,114,71.8,5.94,12.9,No,05/01/2012
1039,681361,68,1,1,2.67,0,239.5,82,85.7,10.19,9.9,No,05/01/2012
1040,5976379,117,1,1,3.19,0,216,140,87.9,11.21,11.8,No,05/01/2012
1041,6352524,118,1,0,0.32,1,187.4,97,50.2,8.89,12.2,No,05/01/2012
1042,8506762,124,1,0,0.21,0,167.4,119,51.1,11.66,10.3,No,05/01/2012
1043,1707243,22,1,0,0,1,160.4,108,46,10.91,12.5,No,05/01/2012
1044,5974756,75,1,0,0,1,143.2,92,43,10.46,11.9,No,05/01/2012
1045,3130002,134,1,0,0,1,205.3,122,56,12.03,5,No,05/01/2012
1046,7289132,164,1,1,3.86,1,219.1,88,89.6,7.58,14.3,No,05/01/2012
1047,6036591,44,1,0,0.32,1,143.2,77,42.2,8.49,7.6,No,05/01/2012
1048,4962409,177,1,0,0,2,232.8,106,55,8.76,12.5,No,05/01/2012
1049,7561832,110,1,0,0,0,162,81,49,12.38,8.9,No,05/01/2012
1050,1982650,53,1,1,1.76,1,25.9,119,39.6,10.33,6.5,No,05/01/2012
1051,5920725,108,1,0,0,4,154.2,123,36,5.62,15.4,Yes,05/01/2012
1052,6104332,80,1,0,0,0,322.3,113,74,11.1,6.7,Yes,05/01/2012
1053,3049734,158,1,0,0,1,209.9,112,55,11.07,8.2,No,05/01/2012
1054,6312478,114,1,0,0,0,191.5,88,48,8.76,0,No,05/01/2012
1055,4288010,64,1,1,2.03,1,291.1,150,89.3,11.34,7.5,No,05/01/2012
1056,1735412,88,1,0,0,3,215.6,115,56,10.81,11.8,No,05/01/2012
1057,7084370,82,0,0,0,3,208.8,101,54,10.69,12.4,No,05/01/2012
1058,3770274,111,1,0,0,3,255.9,97,61,10.21,12.3,No,05/01/2012
1059,7211414,60,1,0,0,2,252.7,97,62,11.06,12.4,No,05/01/2012
1060,1331250,113,1,0,0,3,132.1,72,44,12.38,6.9,No,05/01/2012
1061,7840035,109,1,0,0,1,217,115,55,10.35,8.2,No,05/01/2012
1062,6660015,105,1,1,3.48,0,101.9,79,71.8,11.16,12.9,No,05/01/2012
1063,8612913,85,1,0,0,2,211.5,100,52,9.23,13.3,No,05/01/2012
1064,7629949,131,1,0,0.46,0,153.4,86,47.6,9.93,10.4,No,05/01/2012
1065,6506834,59,1,0,0.27,2,166.3,95,51.7,11.97,10,No,05/01/2012
1066,3550576,148,1,0,0.45,1,185.2,87,50.5,8.52,9.5,No,05/01/2012
1067,7508889,210,1,0,0.28,2,104.6,121,33.8,7.48,6.5,No,05/01/2012
1068,1892130,115,1,0,0,0,245.2,105,56,7.95,7.2,No,05/01/2012
1069,7300204,106,1,0,0,1,274.4,120,64,9.93,6,No,05/01/2012
1070,3023391,93,1,0,0,1,98.4,78,38,12.48,14.2,No,05/01/2012
1071,3663240,57,1,1,3.51,1,279.9,121,102.1,11.16,13,No,05/01/2012
1072,4827722,98,1,0,0.41,1,187.2,127,53.1,9.78,5.1,No,05/01/2012
1073,7846665,157,1,0,0,3,276.2,95,62,8.29,2.2,No,05/01/2012
1074,6958285,116,1,1,2.24,1,200.4,104,80.4,13.64,8.3,No,05/01/2012
1075,2882662,30,1,0,0,2,162.3,96,49,12.2,9.1,No,05/01/2012
1076,2419581,111,1,0,0,4,176.9,128,39,5.14,10.5,Yes,05/01/2012
1077,8212867,52,1,0,0,0,165.5,78,46,10.28,12.2,No,05/01/2012
1078,8741917,72,1,0,0,4,217.8,93,54,9.49,10.4,No,05/01/2012
1079,2513711,135,1,1,3.48,2,201.4,100,90.8,12.33,12.9,Yes,05/01/2012
1080,2231897,86,1,0,0.42,3,190.5,115,52.2,8.98,10.1,No,05/01/2012
1081,1623115,98,1,1,3.46,3,179.9,97,81.6,9.46,12.8,No,05/01/2012
1082,7158065,151,1,0,0,3,235.9,104,47,4.03,5.8,No,05/01/2012
1083,1613692,118,1,0,0,0,140.4,112,40,9.36,7.9,No,05/01/2012
1084,3126856,117,1,0,0.41,2,144.6,115,51.1,12.94,7.4,No,05/01/2012
1085,7058177,55,1,0,0.23,0,189,100,45.3,5.93,17.1,No,05/01/2012
1086,2241058,82,1,0,0,0,101,93,31,7.78,13.3,No,05/01/2012
1087,3523538,152,1,0,0,1,206.3,98,60,14.64,10.6,No,05/01/2012
1088,3733461,108,1,1,2.94,1,165.1,85,80.4,13.35,10.9,No,05/01/2012
1089,2377187,98,1,0,0,1,165,129,46,10.13,12.5,Yes,05/01/2012
1090,1049869,130,1,0,0,3,155.9,95,49,12.81,11.7,No,05/01/2012
1091,8621531,136,0,0,0,1,199.2,122,53,10.74,11.8,No,05/01/2012
1092,1213707,47,1,0,0,3,155.3,116,43,9.41,12.3,No,05/01/2012
1093,537403,189,1,0,0,3,208.3,106,56,11.84,11.3,No,05/01/2012
1094,3882615,107,1,0,0,1,157.1,79,41,8.13,12.1,No,05/01/2012
1095,7427788,91,1,0,0,5,154.4,165,41,8.42,11.7,Yes,05/01/2012
1096,3417472,159,1,0,0,1,189.1,105,54,12.31,10.4,Yes,05/01/2012
1097,3061667,11,1,1,2.7,2,131.5,98,69,11.51,10,No,05/01/2012
1098,6196517,167,1,0,0,1,166.4,85,49,12.16,9.9,No,05/01/2012
1099,3225516,111,1,0,0.26,2,142.3,75,37.6,6.14,12.8,No,05/01/2012
1100,3552457,99,1,1,1.97,2,87.7,103,53.7,11.15,7.3,No,05/01/2012
1101,1420879,159,1,1,4.56,0,184.1,78,93.6,9.73,16.9,No,05/01/2012
1102,3733681,114,0,1,3.32,2,174.5,104,82.2,11.21,12.3,No,05/01/2012
1103,4878514,71,1,0,0,2,103.3,103,30,6.93,9,No,05/01/2012
1104,7314733,122,1,0,0,1,35.1,62,22,9.04,12.7,No,05/01/2012
1105,8551784,100,1,1,3.51,1,246.6,94,89.1,7.07,13,No,05/01/2012
1106,6621284,83,1,1,3.19,1,78.5,109,63.9,10.53,11.8,No,05/01/2012
1107,8075733,64,1,0,0,5,148.1,73,40,8.25,12.3,Yes,05/01/2012
1108,6079656,105,1,0,0,1,206.2,84,57,12.82,9,No,05/01/2012
1109,396808,144,1,1,3.29,2,251.6,87,92.9,9.88,12.2,No,05/01/2012
1110,4987192,106,0,1,3.89,1,270.3,111,103.9,10.76,14.4,Yes,05/01/2012
1111,5080543,19,1,1,3.05,1,156.6,97,76.5,11.21,11.3,No,05/01/2012
1112,3253624,46,1,0,0.42,1,139.4,81,47.2,11.19,13.6,No,05/01/2012
1113,8506660,127,1,0,0,2,220.2,108,54,9.42,11.7,No,05/01/2012
1114,5964280,9,1,1,2.73,1,214.1,108,78.3,8.46,10.1,No,05/01/2012
1115,3076800,157,1,0,0,1,196,74,52,10.67,7.9,No,05/01/2012
1116,3861187,105,1,0,0,6,106.4,71,39,12.01,5.3,Yes,05/01/2012
1117,2632675,105,1,1,2.7,0,179.4,113,81,13.77,10,No,05/01/2012
1118,8713736,155,1,0,0.39,2,216.7,30,53.9,7.22,10.8,No,05/01/2012
1119,7402548,31,1,0,0,0,177.3,129,44,7.64,5.1,No,05/01/2012
1120,5260279,161,1,0,0,1,151.6,117,45,10.97,4,No,05/01/2012
1121,4801146,95,1,1,2.86,0,262.2,123,87.6,8.26,10.6,No,05/01/2012
1122,6133134,122,1,0,0,3,173.6,110,38,4.59,9.7,No,05/01/2012
1123,7045272,37,0,0,0,2,106.6,76,31,7.37,9.6,No,05/01/2012
1124,2362022,132,1,0,0,5,193.3,106,44,6.42,11.6,Yes,05/01/2012
1125,3510754,119,1,1,3.05,0,217.2,94,79.5,6.94,11.3,No,05/01/2012
1126,5385145,16,1,0,0,1,209.5,89,51,8.64,8.8,No,05/01/2012
1127,2538122,99,1,0,0,1,95.4,105,34,10.36,5.6,No,05/01/2012
1128,383859,76,1,1,2.19,1,214.6,110,75.9,10.26,8.1,No,05/01/2012
1129,4773196,167,1,0,0,4,131.6,120,41,10.57,11.1,Yes,05/01/2012
1130,2498499,129,1,0,0,1,168.4,117,48,10.86,11.8,No,05/01/2012
1131,7742330,116,1,0,0.2,1,146.4,123,42,8.83,7.8,No,05/01/2012
1132,4031861,60,0,0,0,1,183,110,49,10.34,11.1,No,05/01/2012
1133,2760714,128,1,0,0,0,103.3,122,39,12.3,6.4,No,05/01/2012
1134,3503923,47,1,1,2.86,0,112.2,70,61.6,7.74,10.6,No,05/01/2012
1135,6697015,40,0,0,0,3,170.7,55,45,8.96,8.2,No,05/01/2012
